task_id,query,ground_truth,metric,task_description
question-generation_PersianQA,"فرودگاه بین‌المللی دوبی فرودگاه اصلی شهر دوبی در کشور امارات متحده عربی است که پررفت‌وآمدترین فرودگاه جهان بر پایهٔ جابه‌جایی مسافران بین‌المللی محسوب می‌شود و همچنین سومین فرودگاه پررفت‌وآمد جهان بر پایه شمار مسافر و ششمین فرودگاه پررفت‌وآمد بر پایهٔ جابه‌جایی بار است. این فرودگاه پررفت‌وآمدترین قطب شرکت هواپیمایی برای ایرباس ای۳۸۰ است. در سال ۲۰۱۴ میلادی، فرودگاه بین‌المللی دوبی ۷۰٫۵ میلیون مسافر و ۲٫۳۷ میلیون تن بار را جابه‌جا کرد و ۳۵۷٫۳۳۹ پرواز از این فرودگاه انجام شد. فرودگاه بین‌المللی دوبی با مساحتی بالغ بر ۲٬۹۰۰ هکتار (۷٬۲۰۰ جریب فرنگی) در شهرک القرهود، در ۲٫۵ مایل دریایی (۴٫۶ کیلومتر؛ ۲٫۹ مایل) شرق دوبی قرار دارد. فرودگاه توسط شرکت فرودگاه‌های دوبی اداره می‌شود و قطب اصلی شرکت‌های هواپیمایی دوبی، یعنی هواپیمایی امارات و فلای‌دبی است؛ قطب هواپیمایی امارات، بزرگ‌ترین قطب در خاورمیانه است. هواپیمایی امارات در حال حاضر ۶۴٪ رفت‌وآمد همهٔ مسافران و ۵۰٪ همهٔ پروازهای این فرودگاه را انجام می‌دهد. همچنین، فرودگاه بین‌المللی دوبی قطب شرکت هواپیمایی ارزان‌قیمت فلای‌دبی نیز هست که ۱۰٫۷٪ رفت‌وآمد مسافران این فرودگاه را برعهده دارد.

مساحت فرودگاه بین المللی دوبی چقدره؟",۲٬۹۰۰ هکتار,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"قُطب‌نما وسیله‌ای برای تعیین جهت (جهت‌یابی) است. این وسیله با استفاده از میدان مغناطیسی زمین جهت قطب شمال را نشان می‌دهد که در حقیقت شمال مغناطیسی زمین است؛ که با شمال حقیقی مقداری فاصله دارد. زاویه بین شمال حقیقی و شمال مغناطیسی، میل مغناطیسی نامیده می‌شود. امروزه برای تعیین شمال حقیقی از قطب‌نماهای پیشرفته‌تری مانند قطب‌نمای ژیروسکوپی استفاده می‌شود. قطب‌نمایی که از یک آهنربا ساخته شده یعنی قطب‌نمای مغناطیسی جهت را نشان می‌دهد زیرا زمین چون آهنربای بزرگی عمل می‌کند. نیروی آهنربایی زمین قطب‌نما یا سوزن مغناطیسی را به سوی شمال و جنوب می‌کشد. کسی نمی‌داند که چه کسی اول بار قطب‌نما را ساخت. برخی گمان می‌کنند که چینیان نخستین بار قطب‌نما را ساختند برخی دیگر می‌گویند که قطب‌نما در ایتالیا اختراع شده‌است. بعضی از نخستین قطب‌نماها تکه‌های اکسید مغناطیسی آهن بوده‌اند که بر قطعات چوبی یا چوب‌پنبه قرار داشتند و در یک ظرف آب شناور بودند. اکسید مغناطیسی آهن نوعی کانی آهن است یک نام دیگر آن ماگنتیت است. تکه‌های ماگنتیت آهنرباهای طبیعی هستند. پس از آن مردم ساختن آهن‌ربا از فولاد را یادگرفتند و توانستند قطب‌نماهای بهتری بسازند.

اختلاف شمال مغناطیسی و شمال حقیقی رو چی می گن؟",میل مغناطیسی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"فرانسه (به فرانسوی: La France) با عنوان رسمی جمهوری فرانسه (به فرانسوی: République française) یکی از کشورهای اروپای غربی است که دارای منطقه‌ها و قلمروهای زیادی در آنسوی دریاهاست. فرانسه یکی از سه کشوری است که سواحلی هم در دریای مدیترانه و هم در اقیانوس اطلس دارد (دو کشور دیگر عبارتند از اسپانیا و مراکش). به دلیل شکل نقشهٔ این کشور، در زبان فرانسوی به آن لقب l’Hexagone (معنی: شش‌ضلعی) داده‌اند. فرانسه از جنوب با آندورا و اسپانیا، از شرق با ایتالیا و سوئیس و آلمان و لوکزامبورگ و بلژیک، از جنوب با موناکو مرز زمینی دارد. همچنین از طریق کانال مانش با انگلستان هم‌مرز است. بر پایه مساحت، فرانسه بزرگ‌ترین کشور اروپای غربی و اتحادیه اروپا و همچنین سومین کشور بزرگ در کل قاره اروپا به‌شمار می‌آید. جمعیت فرانسه فراتر از ۶۵/۲ میلیون تَن است که با این شمار، فرانسه در رتبه دومین کشور پرجمعیت پس از آلمان در اتحادیه اروپا قرار می‌گیرد. پایتخت فرانسه، شهر پاریس است. این شهر بزرگ‌ترین شهر این کشور و مرکز اصلی تجارت و فرهنگ فرانسه است. قانون اساسی فرانسه برپایه یک همه‌پرسی در ۴ اکتبر ۱۹۵۸ به رسمیت رسیده‌است. این قانون تأکید بر ایجاد کشوری سکولار و دموکرات دارد که مردم در آن، حق حاکمیت را ایجاد می‌کنند. اعلامیهٔ حقوق انسان و شهروند که در انقلاب فرانسه تدوین شد

فرانسه از جنوب با کدام کشور همسایه است؟",از جنوب با موناکو مرز زمینی دارد,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"فرهاد مجیدی قادیکلایی مشهور به فرهاد مجیدی بازیکن فوتبال اهل ایران است. مجیدی در ۴۵ بازی ملی ۱۰ گل به ثمر رسانده‌است. او همچنین سابقه بازی در باشگاه‌های صنایع پارچین، کشاورز، بهمن کرج، استقلال و راپید وین اتریش را در کارنامه دارد. مجیدی ۷ سال سابقه حضور در لیگ امارات با تیم‌های الوصل، العین، الاهلی و النصر را دارد و یک سال نیز در تیم الغرافه قطر بازی کرده‌است. مجیدی در ۷ آبان ۱۳۹۲ در باشگاه استقلال تهران از دنیای فوتبال به عنوان بازیکن خداحافظی کرد. وی از خانواده‌ای مازندرانی و قائم‌شهری است ولی متولد و ساکن تهران است. وی یک برادر و ۲ خواهر دارد که به غیر از فرهاد، برادرش فرزاد نیز به فوتبال روی آورد. همسر وی، فرناز مؤمنی نام دارد و دارای دو فرزند به نام‌های تیام و امیر بردیا می‌باشد. فرهاد مجیدی دوران فوتبال خود را با تیم فوتبال صنایع پارچین که محل زندگی خود و کار پدرش در آنجا بود شروع کرد. نخستین تیم رسمی که فرهاد مجیدی در آن بازی کرد، تیم جوانان کشاورز بود. او بعد از مدتی بازی در این تیم به جوانان بهمن پیوست.

فرهاد مجیدی در لیگ امارات برای چه باشگاه های بازی کرده؟",تیم‌های الوصل، العین، الاهلی و النصر,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"دانمارک (به دانمارکی: Danmark) با نام رسمی پادشاهی دانمارک (به دانمارکی: Kongeriget Danmark) کشوری است در شمال اروپا و پایتخت آن کپنهاگ است. جمعیت این کشور در سال ۲۰۱۹ حدود ۵٫۸ میلیون نفر برآورد شده‌است. زبان رسمی آن دانمارکی است. زبان‌های فاروئی، گرینلندی و آلمانی نیز به عنوان زبان‌های محلی در این کشور رسمیت دارند. واحد پول این کشور کرون دانمارک است و با اینکه این کشور در سال ۱۹۷۳ به اتحادیه اروپا پیوسته اما به منطقه یورو نپیوسته‌است. ۸۰٪ مردم دانمارک مسیحی پروتستان هستند. جزایر فارو و گرینلند بخشی از پادشاهی دانمارک به‌شمار می‌آیند اما به ترتیب در سال‌های ۱۹۴۸ و ۱۹۷۹ به آن‌ها خودگردانی اعطا شده‌است. دانمارک جنوبی‌ترین کشور اسکاندیناوی است و تنها مرزی که دارد با کشور آلمان است. پلی دریایی به نام پل اورسوند، دانمارک را به سوئد متصل می‌کند. دانمارک از اعضای مؤسس سازمان ملل و ناتو است. کشور دانمارک دارای دولت رفاه‌است و از نظر کم بودن اختلاف درآمد مردم، در رتبه اول جهان قرار دارد.دانمارک از نظر درآمد سرانه در رتبه هفتم جهان قرار دارد و در بررسی‌های سالانه، مردم آن مکرراً به عنوان «راضی‌ترین» مردم جهان اعلام می‌شوند

پایتخت کشور دانمارک کجاست؟",کپنهاگ,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"لوط شخصیتی در سفر پیدایش است که در باب ۱۱–۱۴ تا ۱۹ به زندگی او پرداخته شده‌است. او پسر هاران و برادرزادهٔ ابراهیم و ساره بود. در قرآن نیز به لوط اشاره شده‌است. بعد از اینکه هاران مرد، پدربزرگ لوط، تارح، او را به سرپرستی گرفت. مدتی بعد تارح نیز مرد و لوط تحت سرپرستی عمویش ابراهیم قرار گرفت و او را در سفرهایش به کنعان و مصر همراهی کرد. وقتی از مصر بازگشتند، به دلیل کمبود چراگاه میانشان اختلافی پدید آمد و برای جلوگیری از درگیری بین خویشاندان، راهشان از هم جدا شد. لوط به سمت سدوم در دره اردن رفت. در سدوم، زمانی که لوط روی دروازه شهر نشسته بود، دو فرشته الهی برای بررسی گزارش‌های رسیده دربارهٔ گناهان مردم سدوم وارد آن شهر شدند. لوط از آن‌ها پذیرایی کرد و آنان را به خانه خودش برد. در آن زمان، مردان سدوم خانه او را محاصره کردند زیرا قصد تجاوز به مهمانان لوط را داشتند. لوط در عوض به آنان دختران خودش را پیشنهاد کرد اما محاصره‌کنندگان پیشنهادش را نپذیرفتند. آن دو فرشته لوط را به داخل خانه بردند و مردان حاضر در پشت در را کور کردند.

چرا لوط و ابراهیم از هم جدا شدند؟",برای جلوگیری از درگیری بین خویشاندان,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"یک اِنجیل، شرحی از زندگی و آموزه‌های عیسی است. چهار انجیل اصلی، یعنی انجیل متی، مرقس، لوقا و یوحنا، در کنار یکدیگر انجیل‌های عهد جدید از کتاب مقدس هستند و احتمالاً بین سال‌های ۶۶ تا ۱۱۰ میلادی نوشته شده‌اند. نام نویسندگان چهار انجیل مذکور مشخص نیست و این اسامی را در قرن دوم میلادی به آن‌ها داده‌اند. احتمال قریب به یقین هیچ‌کدام از نویسندگان این انجیل‌ها عیسی را از نزدیک نمی‌شناختند و هر چهار انجیل پس از نقل سینه به سینه سرانجام مکتوب شده‌اند. به اتفاق مسیحیان عهد جدید را به عنوان کتاب آسمانی خود قبول دارند و مطالعه می‌کنند. نام این بخش به پیمانی اشاره دارد که آغازگر دورهٔ جدیدی از ارتباط خداوند با انسان است. خداوند طبق این پیمان شریعتی را که از طریق موسی عطا کرده بود برداشت و ایمان به مسیح را شرط بخشایش گناهان انسان و رستگاری او قرار داد. عهد جدید علاوه بر چهار انجیل اصلی، کتاب اعمال رسولان، نامه‌های رسولان مسیح و کتاب مکاشفه را هم دربرمی‌گیرد. انجیل‌های دیگری هم در طول تاریخ نوشته شده‌است که همگی متاخرتر از چهار انجیل اصلی هستند.

اسم عهد جدید در کتاب انجیل نشان دهنده چیست؟",آغازگر دورهٔ جدیدی از ارتباط خداوند با انسان,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"هند یا هندوستان با نام رسمی جمهوری هندوستان (هندی: भारत गणराज्य؛ تلفظ: بْهَارَتْ گَنَرَاجْیَه) کشوری در جنوب آسیا است که بخش گسترده‌ای از شبه قاره هند را شامل می‌شود و پایتخت آن دهلی نو می‌باشد. هند از شمال غربی با پاکستان؛ از شمال با چین، بوتان، نپال و تبت؛ و از شمال شرقی با میانمار و بنگلادش همسایه‌است. همچنین هند از خاور با خلیج بنگال، از باختر با دریای عمان، و از جنوب نیز با اقیانوس هند مرز آبی دارد. پهناوری هند ۳٬۲۸۷٬۲۶۳ کیلومتر مربع (هفتم در جهان) است. بیشتر سرزمین هند پست و هموار است و رشته‌کوه هیمالیا که در شمال کشور قرار دارد باعث شده‌است که رطوبت و ابرهای باران‌زا به شمال آسیا نفوذ نکند و در نتیجه هند کشوری پرباران و مرطوب و دارای خاک بسیار حاصلخیز است. این موضوع باعث شده‌است که این کشور بتواند جمعیّت بسیاری را در خود جای دهد. جمعیت هند ۱٬۳۶۵٬۳۸۰٬۰۰۰ نفر است که دومین کشور پرجمعیت دنیا پس از چین به‌شمار می‌آید. بندر بمبئی (مومبائی) با جمعیتی نزدیک به ۱۴ میلیون نفر، پرجمعیت‌ترین شهر هند است. هند بیش از سی و پنج شهر بزرگ با جمعیت بالای یک میلیون نفر دارد.

هند در کدام قسمت هسیا قرار دارد؟",در جنوب آسیا,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"توربین بادی به توربینی گفته می‌شود که برای تبدیل انرژی جنبشی باد به انرژی الکتریکی به کار می‌رود که توان بادی نام دارد. توربین‌های بادی در دو نوع با محور افقی و با محور عمودی ساخته می‌شوند. توربین‌های بادی کوچک برای کاربردهایی مانند شارژ کردن باتریها یا توان کمکی در قایق‌های بادبانی مورد استفاده قرار می‌گیرند، در حالی که توربین‌های بادی بزرگ‌تر با چرخاندن ژنراتور، و تبدیل انرژی مکانیکی به انرژی الکتریکی، به عنوان یک منبع تولید انرژی الکتریکی به‌شمار می‌روند. انواع دیگری از توربین‌های بادی وجود دارد که برای پمپ کردن آب استفاده می‌شود که به آن پمپ بادی می‌گویند یا برای آسیاب گندم به کار می‌رود که آسیاب بادی نام دارد و موارد دیگری که هر کدام نام خاص خودشان را دارند. اولین استفاده‌ها از انرژی باد به استفاده جهت در توربین‌های چرخان به آسیاب‌های بادی برمی‌گردد. نخستین آسیاب‌های بادی، کاملاً از آسیاب‌های بادی معروف هلندی، که تصویر آن‌ها در ذهن بسیاری از ما ثبت شده‌است، متفاوت بود. . تعداد پره‌های این آسیاب‌ها به ۱۲ عدد می‌رسید و پره‌ها از بالای یک دیرک عمودی، همانند بادبان‌های یک کشتی که از فراز دکل و بازوی افقی دکل آویزانند، آویخته شده بود.

توربین بادی برای تبدیل چه انرژی استفاده می شه؟",انرژی جنبشی باد به انرژی الکتریکی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"زبان عَرَبی (به عربی: اللُّغَة العَرَبِيّة) یکی از زبان‌های سامی و یکی از شش زبان‌های رسمی سازمان ملل متحد، زبان مقدس در اسلام، زبان رسمی در جهان عرب، و زبان اقلیت در بقیه کشورهای شمال آفریقا است. عربی زبان رسمی ۲۵ کشور و با ۴۷۰ میلیون نفر گویشور جزء پرگویش‌ترین زبان‌های جهان است. امروزه این زبان دارای۱۳ لهجه‌ و گویش‌های گوناگون است ولی عربی نوین معیار به عنوان زبان رسمی نوشتار در همهٔ کشورهای عربی پذیرفته شده‌است. تأثیر عربی بر دیگر زبان‌های جهان مانند فارسی، پَشتو، اُردو، هندی، و زبان‌های گوناگون خانوادهٔ زبان‌های ترکی چشمگیر است. زبان عربی، زبان قرآن و بسیاری از نخستین نوشتارهای مسلمانان است و نزد بسیاری از مسلمانان یک زبان مقدس محسوب می‌شود. در دوران طلایی اسلام، عربی به عنوان نخستین زبان جهان اسلام از اهمیت بالایی برخوردار بود و آثار علمی، ادبی و دینی فراوانی به این زبان نوشته می‌شد. این زبان را «لغة الضاد» نیز می‌نامند، زیرا تنها زبانی است که دارای ضاد می‌باشد و ضاد حرفی‌ست که سخت‌ترین شیوهٔ کاربرد را دارد، زبان آلبانیایی هم پس از ورود زبان عربی، حرف ضاد وارد آن شد.

عربی چه آمارهایی دارد؟",عربی زبان رسمی ۲۵ کشور و با ۴۷۰ میلیون نفر گویشور جزء پرگویش‌ترین زبان‌های جهان است.,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"باشگاه فوتبال رئال مادرید یک باشگاه حرفه‌ای فوتبال است که در مادرید، پایتخت اسپانیا قرار دارد. رئال موفق‌ترین تیم تاریخ فوتبال اسپانیا و موفق‌ترین تیم تاریخ فوتبال اروپا و موفق‌ترین تیم فوتبال سدهٔ ۲۰ میلادی به انتخاب فیفا است. آن‌ها دارای رکورد ۳۴ بار قهرمانی در لالیگا، ۱۹ قهرمانی در کوپا دل ری (جام حذفی)، ۱۰ سوپرکاپ اسپانیا، ۱۳ قهرمانی در لیگ قهرمانان اروپا، ۲ جام یوفا، ۴ سوپرکاپ اروپا و ۴ قهرمانی در جام باشگاه‌های جهان هستند. رئال مادرید رکورددار قهرمانی در لیگ قهرمانان اروپا با ۱۳ قهرمانی و جام باشگاه های جهان با ۴ قهرمانی است. همچنین رئال مادرید برنده بهترین باشگاه قرن از سوی فیفا شده‌است. همچنین کلمهٔ رئال در زبان اسپانیایی، به معنی «سلطنتی» است، این لقب را شاه آلفونسو سیزدهم در سال ۱۹۲۰ بر این تیم نهاد. همچنین در همان سال، شکل یک تاج نیز بر روی آرم این باشگاه قرار گرفت. رئال مادرید سال‌هاست که در لالیگا، از تیم‌های قدرتمند محسوب می‌شود و رقیب اصلی این تیم نیز، بارسلونا است. از نظر درآمد، رئال مادرید با ۵۵۷ میلیون یورو درآمد در فصل ۱۵–۲۰۱۴ در صدر پردرآمدترین باشگاه‌های فوتبال جهان بوده‌است.

پایتخت اسپانیا کجاست؟",مادرید,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"مارک الیوت زاکربرگ برنامه‌نویس رایانه و یکی از مؤسسان وبگاه شبکه اجتماعی آنلاین فیس‌بوک در آمریکا است. مجلهٔ تایم وی را به عنوان شخصیت سال ۲۰۱۰ انتخاب کرده‌است. او به عنوان یک دانشجوی دانشگاه هاروارد با کمک دانشجویان علوم کامپیوتر به خصوص پشتوانهٔ «اندرو مک‌کالم»، «داستین موسکوویتز» و «کریس هاگز» اقدام به تأسیس این وبگاه کرد. او اکنون به عنوان مدیر اجرایی در فیس‌بوک فعالیت می‌کند. در سال ۲۰۰۸، مجله فوربس او را جوانترین میلیاردر، که ثروتش را شخصاً کسب کرده معرفی کرد و ثروت او را ۱٬۵ میلیارد دلار تخمین زده‌است. هم‌اکنون وبگاه فوربس، دارایی‌های وی را ۷۸٬۳ میلیارد دلار اعلام کرده‌است و از این لحاظ پنجمین شخص ثروتمند در جهان است. در سال ۲۰۱۰ فیلمی با عنوان شبکهٔ اجتماعی به کارگردانی دیوید فینچر در مورد مارک زاکربرگ و فیس‌بوک ساخته شد. این فیلم که براساس کتاب میلیاردرهای تصادفی نوشتهٔ بن مزریک تهیه شده، به نحوهٔ شکل‌گیری و تأسیس فیس‌بوک و مسائل و کشمکش‌های پیرامون آن می‌پردازد. قابل ذکر است که نه مارک زاکربرگ و نه هیچ‌کدام از شرکای نزدیک وی در تهیه و ساخت این فیلم همکاری نداشته‌اند.

فیلمی که در مورد زاکربرگ است از روی چه کتابی ساخته شده؟",میلیاردرهای تصادفی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"هندوانه یا تربوز (نام علمی: Citrullus lanatus) گونه ای بوته و میوه از تیرهٔ کدوییان و دستهٔ صیفی‌جات است که در جالیز رشد و نمو می‌کند. خاستگاه آن آفریقای جنوبی است. گیاهی بزرگ، پهن و یک ساله و یک پایه است. ساقهٔ خزنده و برگ‌های پهن و کرک‌دار با بریدگی‌های ژرف و گل‌های سفید یا زرد دارد. هندوانه گیاهی گرمسیری یا نیمه گرمسیری است و برای رشد به دمایی بالاتر از حدود ۲۵ درجه سانتیگراد نیاز دارد. در مقیاس باغ، دانه‌ها معمولاً در گلدان‌هایی دارای پوشش کاشته می‌شوند و به زمین خوب زهکشی شده با pH بین ۵٫۵ و ۷ و سطوح متوسط نیتروژن منتقل می‌شوند. مهم‌ترین آفات هندوانه عبارتند از: شته، مگس خربزه و کرم لوله‌ای ریشه‌گرهی. در صورت بالا بودن سطح رطوبت گیاه مستعد بیماریهای گیاهی مثل سفیدک پودری و ویروس موزائیک می‌شود. هندوانه‌های بی‌دانه اولین بار در سال ۱۹۳۹ توسط دانشمندان ژاپنی که قادر به تولید دورگه تری پلوئیدی بی‌دانه بودند پرورش داده شد؛ ولی چون در برابر بیماری مقاومت کافی نداشتند تعدادشان محدود ماند. کشاورزان منطقه زنتسوجی، کاگاوا ژاپن با قرار دادن میوه‌ها در جعبه‌هایی فلزی و شیشه‌ای و مجبور کردن آن‌ها به گرفتن شکل ظرف، روشی را برای تولید هندوانه‌هایی به شکل مکعب پیدا کردند.

هندوانه‌‌های بی‌دانه چگونه تولید شدند؟",توسط دانشمندان ژاپنی که قادر به تولید دورگه تری پلوئیدی بی‌دانه بودند پرورش داده شد؛,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ایستگاه فضایی بین‌المللی یک ایستگاه فضایی است که با مشارکت بیش از ۱۵ کشور ساخته می‌شود. این ایستگاه فضایی در مدار نزدیک زمین و در ارتفاع ۳۳۰ تا ۴۳۵ کیلومتری از سطح زمین در حرکت است. سرعت آن در مدار برابر ۲۷٬۶۰۰ کیلومتر بر ساعت است. این ایستگاه هر ۹۳ دقیقه یک مرتبه به دور زمین می‌چرخد که در مجموع، ۱۵/۵ مرتبه مدارگردی روزانه اطراف زمین می‌شود؛ این ایستگاه فضایی با مانورهای «تجدید ارتفاع» با استفاده از موتورهای زیوزدا (ماژول ایستگاه فضایی)، پیوسته مدار خود را در ارتفاع بین ۳۳۰ و ۴۳۵ کیلومتر (۲۰۵ و ۲۷۰ مایل)، حفظ می‌کند. این به معنی طی کردن ۱۵٫۵۴ مدار در روز است. بیشتر بخش‌های اصلی این ایستگاه فضایی ساخته شده اما تا سال‌های پایانی دهه کنونی چند بخش جدید به آن افزوده خواهد شد. پس از تکمیل، ایستگاه فضایی بین‌المللی ۴۵۰ تُن وزن خواهد داشت، و ۱۲۰۰ متر مکعب فضای کار، پژوهش و زندگی برای فضانوردان فراهم خواهد آورد. ایستگاه فضایی بین‌المللی سومین شیٔ نورانی در آسمان است که با چشم غیرمسلح دیده می‌شود.

وزن ایستگاه فضایی بین المللی بعد از ساخت چقدر می شه؟",۴۵۰ تُن,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ابونصر محمد بن محمد طرخانی ملقب به فارابی، در حدود سال ۲۵۷هجری قمری/ ۸۷۰میلادی در دهکدهٔ «وسیج» از ناحیهٔ پاراب (فاراب) در فرارود (شهر اُترار کنونی در جنوب قزاقستان) یا پاریاب (فاریاب) خراسان در افغانستان کنونی به دنیا آمد. دهخدا به نقل از بدیع الزمان فروزانفر می‌نویسد: «اسم پدر او طرخان و نام جدش اوزلوغ است (اما در دانشنامه ایرانیکا رد شده است). نام ازلغ و طرخان هر دو نامهای سغدی ایرانی هستند که نام طرخان از سغدی به ترکی وارد شده است. درشرح زندگی فارابی مطلبی که بر جریان واقعی زندگی دوران طفولیت و جوانی وی باشد در کتاب‌ها وجود ندارد. ابن ابی اصیبعه دو خبر متناقض دربارهٔ او نقل می‌کند: اول اینکه فارابی در آغاز کار نگهبان باغی در دمشق بود و دوم اینکه، در عنفوان جوانی به قضاوت مشغول بود و چون به معارف دیگر آشنا شد، قضاوت را ترک کرد و با تمام میل به طرف معارف دیگر روی آورد.» در جوانی برای تحصیل به بغداد رفت و نزد «متی بن یونس» به فراگرفتن منطق و فلسفه پرداخت. سپس به حرّان سفر کرد و به شاگردی «یوحنا بن حیلان» درآمد. از آغاز کار، هوش سرشار و علم آموزی وی سبب شد که همه موضوعاتی را که تدریس می‌شد، به خوبی فرا گیرد. به زودی نام او به عنوان فیلسوف و دانشمند شهرت یافت و چون به بغداد بازگشت، گروهی از شاگردان، گرد او فراهم آمدند که «یحیی بن عدی» فیلسوف مسیحی یکی از آنان بود.

فارابی در جوانی برای درس خواندن کجا رفت؟",بغداد,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"مهانداس کارامچاند گاندی رهبر سیاسی و معنوی هندی‌ها بود که ملت هند را در راه آزادی از استعمار امپراتوری بریتانیا رهبری کرد. او در طول زندگی‌اش استفاده از هر نوع ترور و خشونت را برای رسیدن به مقاصد رد می‌کرد. فلسفهٔ بی‌خشونتی گاندی که خود نام «ساتیاگراها» روی بسیاری از جنبش‌های مقاومت بدون خشونت در سراسر جهان و تا امروز تأثیر گذاشته‌است. از زمانی که وی مسئولیت رهبری نبرد برای آزادی و کنگره ملی هند در سال ۱۹۱۸ را به عهده گرفت، به عنوان نمادی ملی شناخته شد و میلیون‌ها نفر از مردم او را با لقب مهاتما یا روح بزرگ یاد می‌کردند. هر چند که او از القاب افتخارآمیز بیزار بود ولی امروز هم همگی او را با نام مهاتما گاندی می‌شناسند. سوای اینکه بسیاری او را به عنوان یکی از بزرگ‌ترین رهبران تاریخ تلقی می‌کنند. گاندی توانست با استفاده از شیوهٔ ضد خشونت نافرمانی مدنی استقلال هند را از بریتانیا بگیرد و در نهایت دست امپراتوری بریتانیا را از هند کوتاه کند. اصل ساتیاگراهای گاندی روی بسیاری از فعالان آزادیخواه نظیر دکتر مارتین لوترکینگ، تنزین گیاتسو، لخ والسا، استفان بیکو، آنگ سان سو چی و نلسون ماندلا تأثیر گذاشت.

زمانی که گاندی رهبر مبارزه برای آزادی هند شد مردم به او چه می گفتند؟",مهاتما یا روح بزرگ,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"شاهنامه اثر حکیم ابوالقاسم فردوسی توسی، حماسه‌ای منظوم، بر حسب دست نوشته‌های موجود دربرگیرنده نزدیک به ۵۰٬۰۰۰ بیت تا نزدیک به ۶۱٬۰۰۰ بیت و یکی از بزرگ‌ترین و برجسته‌ترین سروده‌های حماسیِ جهان است که سرایش آن دست‌آوردِ دست‌کم سی سال کارِ پیوستهٔ این سخن‌سرای نامدار ایرانی است. موضوع این شاهکار ادبی، افسانه‌ها و تاریخ ایران از آغاز تا حملهٔ عرب‌ها به ایران در سدهٔ هفتم میلادی است (شاهنامه از سه بخش اسطوره، پهلوانی و تاریخی تشکیل شده‌است) که در چهار دودمان پادشاهیِ پیشدادیان، کیانیان، اشکانیان و ساسانیان گنجانده می‌شود. هنگامی که زبانِ دانش و ادبیات در ایران زبان عربی بود، فردوسی، با سرودن شاهنامه با ویژگی‌های هدف‌مندی که داشت، زبان پارسی را زنده و پایدار کرد. یکی از بن‌مایه‌های مهمی که فردوسی برای سرودن شاهنامه از آن استفاده کرد، شاهنامهٔ ابومنصوری بود. شاهنامه نفوذ بسیاری در جهت‌گیری فرهنگ فارسی و نیز بازتاب‌های شکوه‌مندی در ادبیات جهان داشته‌است و شاعران بزرگی مانند گوته و ویکتور هوگو از آن به نیکی یاد کرده‌اند.

موضوع شاهنامه درباره چه زمانی از تاریخ ایرانه؟",حملهٔ عرب‌ها به ایران,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
